timestamp,temperature_c,wind_speed_knots,precipitation_mm,visibility_km,weather_condition,operational_impact,synthetic
2026-01-15T00:00:00+00:00,25.7,14.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-15T01:00:00+00:00,25.5,8.5,0.0,10.0,clear,0.0,True
2026-01-15T02:00:00+00:00,23.6,8.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-15T03:00:00+00:00,24.1,11.4,0.0,10.0,clear,0.0,True
2026-01-15T04:00:00+00:00,25.4,7.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-15T05:00:00+00:00,24.7,6.7,0.0,10.0,clear,0.0,True
2026-01-15T06:00:00+00:00,26.2,10.7,0.0,10.0,clear,0.0,True
2026-01-15T07:00:00+00:00,26.2,5.7,0.0,10.0,clear,0.0,True
2026-01-15T08:00:00+00:00,26.8,6.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-15T09:00:00+00:00,28.2,5.9,0.0,10.0,clear,0.0,True
2026-01-15T10:00:00+00:00,28.3,7.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-15T11:00:00+00:00,30.3,8.9,0.0,10.0,clear,0.0,True
2026-01-15T12:00:00+00:00,31.4,11.5,0.0,10.0,clear,0.0,True
2026-01-15T13:00:00+00:00,31.3,13.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-15T14:00:00+00:00,31.8,11.7,0.0,10.0,clear,0.0,True
2026-01-15T15:00:00+00:00,31.8,11.3,0.0,10.0,clear,0.0,True
2026-01-15T16:00:00+00:00,32.1,11.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-15T17:00:00+00:00,31.0,15.2,0.0,10.0,clear,0.0,True
2026-01-15T18:00:00+00:00,31.3,14.7,0.0,10.0,clear,0.0,True
2026-01-15T19:00:00+00:00,29.9,12.7,0.0,10.0,clear,0.0,True
2026-01-15T20:00:00+00:00,28.4,13.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-15T21:00:00+00:00,27.6,16.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-15T22:00:00+00:00,26.7,15.3,0.0,10.0,clear,0.0,True
2026-01-15T23:00:00+00:00,26.4,13.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T00:00:00+00:00,25.0,13.9,0.0,10.0,clear,0.0,True
2026-01-16T01:00:00+00:00,24.4,20.2,5.2,6.3,rain,0.2,True
2026-01-16T02:00:00+00:00,23.8,7.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T03:00:00+00:00,24.7,7.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T04:00:00+00:00,24.6,11.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T05:00:00+00:00,24.7,6.3,0.0,10.0,clear,0.0,True
2026-01-16T06:00:00+00:00,25.1,8.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T07:00:00+00:00,25.9,6.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T08:00:00+00:00,27.8,6.9,0.0,10.0,clear,0.0,True
2026-01-16T09:00:00+00:00,28.6,11.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T10:00:00+00:00,29.6,9.0,0.0,10.0,clear,0.0,True
2026-01-16T11:00:00+00:00,29.3,9.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T12:00:00+00:00,31.0,14.5,0.0,10.0,clear,0.0,True
2026-01-16T13:00:00+00:00,31.9,15.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T14:00:00+00:00,30.7,13.7,0.0,10.0,clear,0.0,True
2026-01-16T15:00:00+00:00,32.1,12.0,0.0,10.0,clear,0.0,True
2026-01-16T16:00:00+00:00,31.6,21.4,2.3,6.8,rain,0.2,True
2026-01-16T17:00:00+00:00,30.5,11.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T18:00:00+00:00,30.8,13.4,0.0,10.0,clear,0.0,True
2026-01-16T19:00:00+00:00,29.9,15.5,0.0,10.0,clear,0.0,True
2026-01-16T20:00:00+00:00,29.2,13.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T21:00:00+00:00,28.0,14.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T22:00:00+00:00,27.3,12.7,0.0,10.0,clear,0.0,True
2026-01-16T23:00:00+00:00,27.1,11.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T00:00:00+00:00,25.8,12.0,0.0,10.0,clear,0.0,True
2026-01-17T01:00:00+00:00,25.0,8.0,0.0,10.0,clear,0.0,True
2026-01-17T02:00:00+00:00,23.8,11.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T03:00:00+00:00,24.8,10.5,0.0,10.0,clear,0.0,True
