schedule_id,vessel_id,planned_berth_id,scheduled_arrival,expected_arrival,arrival_deviation_h,expected_handling_duration_h,expected_departure,priority,synthetic
00000000-0000-0000-0000-0000000007d0,00000000-0000-0000-0000-0000000003e8,00000000-0000-0000-0000-000000000068,2026-01-15T02:47:12.889381+00:00,2026-01-15T02:47:12.889381+00:00,0.0,5.6,2026-01-15T09:23:12.889381+00:00,critical,True
00000000-0000-0000-0000-0000000007d1,00000000-0000-0000-0000-0000000003e9,00000000-0000-0000-0000-000000000067,2026-01-15T06:15:13.181062+00:00,2026-01-15T06:15:13.181062+00:00,0.0,21.7,2026-01-16T04:57:13.181062+00:00,high,True
00000000-0000-0000-0000-0000000007d2,00000000-0000-0000-0000-0000000003ea,00000000-0000-0000-0000-000000000067,2026-01-15T11:08:05.523372+00:00,2026-01-15T22:44:05.523372+00:00,11.6,19.8,2026-01-16T19:32:05.523372+00:00,normal,True
00000000-0000-0000-0000-0000000007d3,00000000-0000-0000-0000-0000000003eb,00000000-0000-0000-0000-000000000064,2026-01-15T15:37:35.144804+00:00,2026-01-15T16:55:35.144804+00:00,1.3,13.1,2026-01-16T07:01:35.144804+00:00,normal,True
00000000-0000-0000-0000-0000000007d4,00000000-0000-0000-0000-0000000003ec,00000000-0000-0000-0000-000000000064,2026-01-15T18:48:01.263997+00:00,2026-01-15T18:48:01.263997+00:00,0.0,15.2,2026-01-16T11:00:01.263997+00:00,high,True
00000000-0000-0000-0000-0000000007d5,00000000-0000-0000-0000-0000000003ed,00000000-0000-0000-0000-000000000067,2026-01-15T20:17:03.433679+00:00,2026-01-15T23:35:03.433679+00:00,3.3,21.8,2026-01-16T22:23:03.433679+00:00,high,True
00000000-0000-0000-0000-0000000007d6,00000000-0000-0000-0000-0000000003ee,00000000-0000-0000-0000-000000000069,2026-01-16T00:40:24.899791+00:00,2026-01-16T00:40:24.899791+00:00,0.0,4.2,2026-01-16T05:52:24.899791+00:00,low,True
00000000-0000-0000-0000-0000000007d7,00000000-0000-0000-0000-0000000003ef,00000000-0000-0000-0000-000000000067,2026-01-16T04:22:21.150710+00:00,2026-01-16T03:16:21.150710+00:00,-1.1,20.7,2026-01-17T00:58:21.150710+00:00,high,True
00000000-0000-0000-0000-0000000007d8,00000000-0000-0000-0000-0000000003f0,00000000-0000-0000-0000-000000000067,2026-01-16T07:31:44.634988+00:00,2026-01-16T10:37:44.634988+00:00,3.1,15.2,2026-01-17T02:49:44.634988+00:00,normal,True
00000000-0000-0000-0000-0000000007d9,00000000-0000-0000-0000-0000000003f1,00000000-0000-0000-0000-000000000069,2026-01-16T08:16:41.748794+00:00,2026-01-16T10:40:41.748794+00:00,2.4,8.3,2026-01-16T19:58:41.748794+00:00,normal,True
00000000-0000-0000-0000-0000000007da,00000000-0000-0000-0000-0000000003f2,00000000-0000-0000-0000-000000000067,2026-01-16T13:44:30.987288+00:00,2026-01-16T13:44:30.987288+00:00,0.0,3.4,2026-01-16T18:08:30.987288+00:00,high,True
00000000-0000-0000-0000-0000000007db,00000000-0000-0000-0000-0000000003f3,00000000-0000-0000-0000-000000000067,2026-01-16T18:23:59.146069+00:00,2026-01-16T18:23:59.146069+00:00,0.0,13.4,2026-01-17T08:47:59.146069+00:00,high,True
